MGP ID,Entrez Gene ID,Enzyme/Reactants,Gene name,Symbol
MGP005769,"64344 -
hypoxia inducible factor 3, alpha subunit
HIF3A",-,"hypoxia inducible factor 3, alpha subunit",HIF3A
MGP003772,"9026 -
huntingtin interacting protein 1 related
HIP1R",-,huntingtin interacting protein 1 related,HIP1R
MGP006763,"204851 
2.7.11.1| Reactants
homeodomain interacting protein kinase 1
HIPK1",2.7.11.1| Reactants,homeodomain interacting protein kinase 1,HIPK1
MGP004983,"28996 
2.7.11.1;| Reactants
homeodomain interacting protein kinase 2
HIPK2",2.7.11.1;| Reactants,homeodomain interacting protein kinase 2,HIPK2
MGP003224,"7290 -
histone cell cycle regulator
HIRA",-,histone cell cycle regulator,HIRA
MGP001404,"3024 -
histone cluster 1, H1a
HIST1H1A",-,"histone cluster 1, H1a",HIST1H1A
MGP001395,"3009 -
histone cluster 1, H1b
HIST1H1B",-,"histone cluster 1, H1b",HIST1H1B
MGP001392,"3006 -
histone cluster 1, H1c
HIST1H1C",-,"histone cluster 1, H1c",HIST1H1C
MGP001393,"3007 -
histone cluster 1, H1d
HIST1H1D",-,"histone cluster 1, H1d",HIST1H1D
MGP001394,"3008 -
histone cluster 1, H1e
HIST1H1E",-,"histone cluster 1, H1e",HIST1H1E
MGP006825,"221613 -
histone cluster 1, H2aa
HIST1H2AA",-,"histone cluster 1, H2aa",HIST1H2AA
MGP003497,"8335 -
histone cluster 1, H2ab
HIST1H2AB",-,"histone cluster 1, H2ab",HIST1H2AB
MGP003496,"8334 -
histone cluster 1, H2ac
HIST1H2AC",-,"histone cluster 1, H2ac",HIST1H2AC
MGP001397,"3013 -
histone cluster 1, H2ad
HIST1H2AD",-,"histone cluster 1, H2ad",HIST1H2AD
MGP001396,"3012 -
histone cluster 1, H2ae
HIST1H2AE",-,"histone cluster 1, H2ae",HIST1H2AE
MGP003756,"8969 -
histone cluster 1, H2ag
HIST1H2AG",-,"histone cluster 1, H2ag",HIST1H2AG
MGP006196,"85235 -
histone cluster 1, H2ah
HIST1H2AH",-,"histone cluster 1, H2ah",HIST1H2AH
MGP003492,"8329 -
histone cluster 1, H2ai
HIST1H2AI",-,"histone cluster 1, H2ai",HIST1H2AI
MGP003494,"8331 -
histone cluster 1, H2aj
HIST1H2AJ",-,"histone cluster 1, H2aj",HIST1H2AJ
MGP003493,"8330 -
histone cluster 1, H2ak
HIST1H2AK",-,"histone cluster 1, H2ak",HIST1H2AK
MGP003495,"8332 -
histone cluster 1, H2al
HIST1H2AL",-,"histone cluster 1, H2al",HIST1H2AL
MGP003498,"8336 -
histone cluster 1, H2am
HIST1H2AM",-,"histone cluster 1, H2am",HIST1H2AM
MGP006879,"255626 -
histone cluster 1, H2ba
HIST1H2BA",-,"histone cluster 1, H2ba",HIST1H2BA
MGP001401,"3018 -
histone cluster 1, H2bb
HIST1H2BB",-,"histone cluster 1, H2bb",HIST1H2BB
MGP003509,"8347 -
histone cluster 1, H2bc
HIST1H2BC",-,"histone cluster 1, H2bc",HIST1H2BC
MGP001400,"3017 -
histone cluster 1, H2bd
HIST1H2BD",-,"histone cluster 1, H2bd",HIST1H2BD
MGP003506,"8344 -
histone cluster 1, H2be
HIST1H2BE",-,"histone cluster 1, H2be",HIST1H2BE
MGP003505,"8343 -
histone cluster 1, H2bf
HIST1H2BF",-,"histone cluster 1, H2bf",HIST1H2BF
MGP003501,"8339 -
histone cluster 1, H2bg
HIST1H2BG",-,"histone cluster 1, H2bg",HIST1H2BG
MGP003507,"8345 -
histone cluster 1, H2bh
HIST1H2BH",-,"histone cluster 1, H2bh",HIST1H2BH
MGP003508,"8346 -
histone cluster 1, H2bi
HIST1H2BI",-,"histone cluster 1, H2bi",HIST1H2BI
MGP003757,"8970 -
histone cluster 1, H2bj
HIST1H2BJ",-,"histone cluster 1, H2bj",HIST1H2BJ
MGP006197,"85236 -
histone cluster 1, H2bk
HIST1H2BK",-,"histone cluster 1, H2bk",HIST1H2BK
MGP003502,"8340 -
histone cluster 1, H2bl
HIST1H2BL",-,"histone cluster 1, H2bl",HIST1H2BL
MGP003504,"8342 -
histone cluster 1, H2bm
HIST1H2BM",-,"histone cluster 1, H2bm",HIST1H2BM
MGP003503,"8341 -
histone cluster 1, H2bn
HIST1H2BN",-,"histone cluster 1, H2bn",HIST1H2BN
MGP003510,"8348 -
histone cluster 1, H2bo
HIST1H2BO",-,"histone cluster 1, H2bo",HIST1H2BO
MGP003512,"8350 -
histone cluster 1, H3a
HIST1H3A",-,"histone cluster 1, H3a",HIST1H3A
MGP003520,"8358 -
histone cluster 1, H3b
HIST1H3B",-,"histone cluster 1, H3b",HIST1H3B
MGP003514,"8352 -
histone cluster 1, H3c
HIST1H3C",-,"histone cluster 1, H3c",HIST1H3C
MGP003513,"8351 -
histone cluster 1, H3d
HIST1H3D",-,"histone cluster 1, H3d",HIST1H3D
MGP003515,"8353 -
histone cluster 1, H3e
HIST1H3E",-,"histone cluster 1, H3e",HIST1H3E
MGP003755,"8968 -
histone cluster 1, H3f
HIST1H3F",-,"histone cluster 1, H3f",HIST1H3F
MGP003517,"8355 -
histone cluster 1, H3g
HIST1H3G",-,"histone cluster 1, H3g",HIST1H3G
MGP003519,"8357 -
histone cluster 1, H3h
HIST1H3H",-,"histone cluster 1, H3h",HIST1H3H
MGP003516,"8354 -
histone cluster 1, H3i
HIST1H3I",-,"histone cluster 1, H3i",HIST1H3I
MGP003518,"8356 -
histone cluster 1, H3j
HIST1H3J",-,"histone cluster 1, H3j",HIST1H3J
MGP003521,"8359 -
histone cluster 1, H4a
HIST1H4A",-,"histone cluster 1, H4a",HIST1H4A
MGP003528,"8366 -
histone cluster 1, H4b
HIST1H4B",-,"histone cluster 1, H4b",HIST1H4B
MGP003526,"8364 -
histone cluster 1, H4c
HIST1H4C",-,"histone cluster 1, H4c",HIST1H4C
MGP003522,"8360 -
histone cluster 1, H4d
HIST1H4D",-,"histone cluster 1, H4d",HIST1H4D
MGP003529,"8367 -
histone cluster 1, H4e
HIST1H4E",-,"histone cluster 1, H4e",HIST1H4E
MGP003523,"8361 -
histone cluster 1, H4f
HIST1H4F",-,"histone cluster 1, H4f",HIST1H4F
MGP003527,"8365 -
histone cluster 1, H4h
HIST1H4H",-,"histone cluster 1, H4h",HIST1H4H
MGP003477,"8294 -
histone cluster 1, H4i
HIST1H4I",-,"histone cluster 1, H4i",HIST1H4I
MGP003525,"8363 -
histone cluster 1, H4j
HIST1H4J",-,"histone cluster 1, H4j",HIST1H4J
MGP003524,"8362 -
histone cluster 1, H4k
HIST1H4K",-,"histone cluster 1, H4k",HIST1H4K
MGP003530,"8368 -
histone cluster 1, H4l
HIST1H4L",-,"histone cluster 1, H4l",HIST1H4L
MGP003499,"8337 -
histone cluster 2, H2aa3
HIST2H2AA3",-,"histone cluster 2, H2aa3",HIST2H2AA3
MGP007261,"723790 -
histone cluster 2, H2aa4
HIST2H2AA4",-,"histone cluster 2, H2aa4",HIST2H2AA4
MGP006982,"317772 -
histone cluster 2, H2ab
HIST2H2AB",-,"histone cluster 2, H2ab",HIST2H2AB
MGP003500,"8338 -
histone cluster 2, H2ac
HIST2H2AC",-,"histone cluster 2, H2ac",HIST2H2AC
MGP003511,"8349 -
histone cluster 2, H2be
HIST2H2BE",-,"histone cluster 2, H2be",HIST2H2BE
MGP007219,"440689 -
histone cluster 2, H2bf
HIST2H2BF",-,"histone cluster 2, H2bf",HIST2H2BF
MGP006985,"333932 -
histone cluster 2, H3a
HIST2H3A",-,"histone cluster 2, H3a",HIST2H3A
MGP006471,"126961 -
histone cluster 2, H3c
HIST2H3C",-,"histone cluster 2, H3c",HIST2H3C
MGP007257,"653604 -
histone cluster 2, H3d
HIST2H3D",-,"histone cluster 2, H3d",HIST2H3D
MGP003531,"8370 -
histone cluster 2, H4a
HIST2H4A",-,"histone cluster 2, H4a",HIST2H4A
MGP007246,"554313 -
histone cluster 2, H4b
HIST2H4B",-,"histone cluster 2, H4b",HIST2H4B
MGP006293,"92815 -
histone cluster 3, H2a
HIST3H2A",-,"histone cluster 3, H2a",HIST3H2A
MGP006491,"128312 -
histone cluster 3, H2bb
HIST3H2BB",-,"histone cluster 3, H2bb",HIST3H2BB
MGP003476,"8290 -
histone cluster 3, H3
HIST3H3",-,"histone cluster 3, H3",HIST3H3
MGP006425,"121504 -
histone cluster 4, H4
HIST4H4",-,"histone cluster 4, H4",HIST4H4
MGP005425,"55355 -
Holliday junction recognition protein
HJURP",-,Holliday junction recognition protein,HJURP
MGP001439,"3098 
2.7.1.1| Reactants
hexokinase 1
HK1",2.7.1.1| Reactants,hexokinase 1,HK1
MGP001440,"3099 
2.7.1.1| Reactants
hexokinase 2
HK2",2.7.1.1| Reactants,hexokinase 2,HK2
MGP001441,"3101 
2.7.1.1| Reactants
hexokinase 3 (white cell)
HK3",2.7.1.1| Reactants,hexokinase 3 (white cell),HK3
MGP006950,"284459 -
HKR1, GLI-Kruppel zinc finger family member
HKR1",-,"HKR1, GLI-Kruppel zinc finger family member",HKR1
MGP001442,"3105 -
major histocompatibility complex, class I, A
HLA-A",-,"major histocompatibility complex, class I, A",HLA-A
MGP001443,"3106 -
major histocompatibility complex, class I, B
HLA-B",-,"major histocompatibility complex, class I, B",HLA-B
MGP001444,"3107 -
major histocompatibility complex, class I, C
HLA-C",-,"major histocompatibility complex, class I, C",HLA-C
MGP001445,"3109 -
major histocompatibility complex, class II, DM beta
HLA-DMB",-,"major histocompatibility complex, class II, DM beta",HLA-DMB
MGP001446,"3111 -
major histocompatibility complex, class II, DO alpha
HLA-DOA",-,"major histocompatibility complex, class II, DO alpha",HLA-DOA
MGP001447,"3112 -
major histocompatibility complex, class II, DO beta
HLA-DOB",-,"major histocompatibility complex, class II, DO beta",HLA-DOB
MGP001448,"3113 -
major histocompatibility complex, class II, DP alpha 1
HLA-DPA1",-,"major histocompatibility complex, class II, DP alpha 1",HLA-DPA1
MGP001449,"3115 -
major histocompatibility complex, class II, DP beta 1
HLA-DPB1",-,"major histocompatibility complex, class II, DP beta 1",HLA-DPB1
MGP001450,"3117 -
major histocompatibility complex, class II, DQ alpha 1
HLA-DQA1",-,"major histocompatibility complex, class II, DQ alpha 1",HLA-DQA1
MGP001451,"3118 -
major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2",-,"major histocompatibility complex, class II, DQ alpha 2",HLA-DQA2
MGP001452,"3119 -
major histocompatibility complex, class II, DQ beta 1
HLA-DQB1",-,"major histocompatibility complex, class II, DQ beta 1",HLA-DQB1
MGP001453,"3120 -
major histocompatibility complex, class II, DQ beta 2
HLA-DQB2",-,"major histocompatibility complex, class II, DQ beta 2",HLA-DQB2
MGP001454,"3122 -
major histocompatibility complex, class II, DR alpha
HLA-DRA",-,"major histocompatibility complex, class II, DR alpha",HLA-DRA
MGP001455,"3123 -
major histocompatibility complex, class II, DR beta 1
HLA-DRB1",-,"major histocompatibility complex, class II, DR beta 1",HLA-DRB1
MGP001456,"3125 -
major histocompatibility complex, class II, DR beta 3
HLA-DRB3",-,"major histocompatibility complex, class II, DR beta 3",HLA-DRB3
MGP001457,"3126 -
major histocompatibility complex, class II, DR beta 4
HLA-DRB4",-,"major histocompatibility complex, class II, DR beta 4",HLA-DRB4
MGP001458,"3127 -
major histocompatibility complex, class II, DR beta 5
HLA-DRB5",-,"major histocompatibility complex, class II, DR beta 5",HLA-DRB5
MGP001459,"3134 -
major histocompatibility complex, class I, F
HLA-F",-,"major histocompatibility complex, class I, F",HLA-F
MGP001460,"3135 -
major histocompatibility complex, class I, G
HLA-G",-,"major histocompatibility complex, class I, G",HLA-G
MGP001461,"3141 
6.3.4.-| Reactants
holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)
HLCS",6.3.4.-| Reactants,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),HLCS
MGP001462,"3145 
2.5.1.61| Reactants
hydroxymethylbilane synthase
HMBS",2.5.1.61| Reactants,hydroxymethylbilane synthase,HMBS
MGP004211,"10362 -
high mobility group 20B
HMG20B",-,high mobility group 20B,HMG20B
MGP001469,"3159 -
high mobility group AT-hook 1
HMGA1",-,high mobility group AT-hook 1,HMGA1
MGP003454,"8091 -
high mobility group AT-hook 2
HMGA2",-,high mobility group AT-hook 2,HMGA2
MGP001463,"3146 -
high mobility group box 1
HMGB1",-,high mobility group box 1,HMGB1
MGP001464,"3148 -
high mobility group box 2
HMGB2",-,high mobility group box 2,HMGB2
MGP001465,"3155 
4.1.3.4| Reactants
3-hydroxymethyl-3-methylglutaryl-CoA lyase
HMGCL",4.1.3.4| Reactants,3-hydroxymethyl-3-methylglutaryl-CoA lyase,HMGCL
MGP001466,"3156 
1.1.1.34;| Reactants
3-hydroxy-3-methylglutaryl-CoA reductase
HMGCR",1.1.1.34;| Reactants,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR
MGP001467,"3157 
2.3.3.10| Reactants
3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)
HMGCS1",2.3.3.10| Reactants,3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble),HMGCS1
MGP001468,"3158 
2.3.3.10| Reactants
3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)
HMGCS2",2.3.3.10| Reactants,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial),HMGCS2
MGP004698,"23526 -
histocompatibility (minor) HA-1
HMHA1",-,histocompatibility (minor) HA-1,HMHA1
MGP001470,"3161 -
hyaluronan-mediated motility receptor (RHAMM)
HMMR",-,hyaluronan-mediated motility receptor (RHAMM),HMMR
MGP001471,"3162 
1.14.99.3;| Reactants
heme oxygenase (decycling) 1
HMOX1",1.14.99.3;| Reactants,heme oxygenase (decycling) 1,HMOX1
MGP001472,"3163 
1.14.99.3;| Reactants
heme oxygenase (decycling) 2
HMOX2",1.14.99.3;| Reactants,heme oxygenase (decycling) 2,HMOX2
MGP003083,"6927 -
HNF1 homeobox A
HNF1A",-,HNF1 homeobox A,HNF1A
MGP003084,"6928 -
HNF1 homeobox B
HNF1B",-,HNF1 homeobox B,HNF1B
MGP001476,"3172 -
hepatocyte nuclear factor 4, alpha
HNF4A",-,"hepatocyte nuclear factor 4, alpha",HNF4A
MGP001477,"3174 -
hepatocyte nuclear factor 4, gamma
HNF4G",-,"hepatocyte nuclear factor 4, gamma",HNF4G
MGP001479,"3176 
2.1.1.8;| Reactants
histamine N-methyltransferase
HNMT",2.1.1.8;| Reactants,histamine N-methyltransferase,HNMT
MGP004412,"10949 -
heterogeneous nuclear ribonucleoprotein A0
HNRNPA0",-,heterogeneous nuclear ribonucleoprotein A0,HNRNPA0
MGP001481,"3178 -
heterogeneous nuclear ribonucleoprotein A1
HNRNPA1",-,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1
MGP001482,"3181 -
heterogeneous nuclear ribonucleoprotein A2/B1
HNRNPA2B1",-,heterogeneous nuclear ribonucleoprotein A2/B1,HNRNPA2B1
MGP006816,"220988 -
heterogeneous nuclear ribonucleoprotein A3
HNRNPA3",-,heterogeneous nuclear ribonucleoprotein A3,HNRNPA3
MGP001483,"3183 -
heterogeneous nuclear ribonucleoprotein C (C1/C2)
HNRNPC",-,heterogeneous nuclear ribonucleoprotein C (C1/C2),HNRNPC
MGP001484,"3184 -
heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
HNRNPD",-,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)",HNRNPD
MGP001485,"3185 -
heterogeneous nuclear ribonucleoprotein F
HNRNPF",-,heterogeneous nuclear ribonucleoprotein F,HNRNPF
MGP001486,"3187 -
heterogeneous nuclear ribonucleoprotein H1 (H)
HNRNPH1",-,heterogeneous nuclear ribonucleoprotein H1 (H),HNRNPH1
MGP001487,"3188 -
heterogeneous nuclear ribonucleoprotein H2 (H')
HNRNPH2",-,heterogeneous nuclear ribonucleoprotein H2 (H'),HNRNPH2
MGP001488,"3190 -
heterogeneous nuclear ribonucleoprotein K
HNRNPK",-,heterogeneous nuclear ribonucleoprotein K,HNRNPK
MGP001489,"3191 -
heterogeneous nuclear ribonucleoprotein L
HNRNPL",-,heterogeneous nuclear ribonucleoprotein L,HNRNPL
MGP002028,"4670 -
heterogeneous nuclear ribonucleoprotein M
HNRNPM",-,heterogeneous nuclear ribonucleoprotein M,HNRNPM
MGP004171,"10236 -
heterogeneous nuclear ribonucleoprotein R
HNRNPR",-,heterogeneous nuclear ribonucleoprotein R,HNRNPR
MGP001490,"3192 -
heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
HNRNPU",-,heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A),HNRNPU
MGP004451,"11100 -
heterogeneous nuclear ribonucleoprotein U-like 1
HNRNPUL1",-,heterogeneous nuclear ribonucleoprotein U-like 1,HNRNPUL1
MGP001491,"3240 -
haptoglobin
HP",-,haptoglobin,HP
MGP001492,"3242 
1.13.11.27| Reactants
4-hydroxyphenylpyruvate dioxygenase
HPD",1.13.11.27| Reactants,4-hydroxyphenylpyruvate dioxygenase,HPD
MGP001493,"3248 
1.1.1.141| Reactants
hydroxyprostaglandin dehydrogenase 15-(NAD)
HPGD",1.1.1.141| Reactants,hydroxyprostaglandin dehydrogenase 15-(NAD),HPGD
MGP004959,"27306 
5.3.99.2| Reactants
hematopoietic prostaglandin D synthase
HPGDS",5.3.99.2| Reactants,hematopoietic prostaglandin D synthase,HPGDS
MGP001494,"3250 -
haptoglobin-related protein
HPR",-,haptoglobin-related protein,HPR
MGP001495,"3251 
2.4.2.8;| Reactants
hypoxanthine phosphoribosyltransferase 1
HPRT1",2.4.2.8;| Reactants,hypoxanthine phosphoribosyltransferase 1,HPRT1
MGP004377,"10855 
3.2.1.166| Reactants
heparanase
HPSE",3.2.1.166| Reactants,heparanase,HPSE
MGP005718,"60495 -
heparanase 2 (inactive)
HPSE2",-,heparanase 2 (inactive),HPSE2
MGP001496,"3263 -
hemopexin
HPX",-,hemopexin,HPX
MGP001497,"3265 -
Harvey rat sarcoma viral oncogene homolog
HRAS",-,Harvey rat sarcoma viral oncogene homolog,HRAS
MGP001499,"3273 -
histidine-rich glycoprotein
HRG",-,histidine-rich glycoprotein,HRG
MGP001498,"3269 -
histamine receptor H1
HRH1",-,histamine receptor H1,HRH1
MGP001500,"3274 -
histamine receptor H2
HRH2",-,histamine receptor H2,HRH2
MGP004494,"11255 -
histamine receptor H3
HRH3",-,histamine receptor H3,HRH3
MGP005703,"59340 -
histamine receptor H4
HRH4",-,histamine receptor H4,HRH4
MGP003969,"9653 
2.8.2.-;
heparan sulfate 2-O-sulfotransferase 1
HS2ST1",2.8.2.-;,heparan sulfate 2-O-sulfotransferase 1,HS2ST1
MGP004064,"9957 
2.8.2.23| Reactants
heparan sulfate (glucosamine) 3-O-sulfotransferase 1
HS3ST1",2.8.2.23| Reactants,heparan sulfate (glucosamine) 3-O-sulfotransferase 1,HS3ST1
MGP004063,"9956 
2.8.2.29| Reactants
heparan sulfate (glucosamine) 3-O-sulfotransferase 2
HS3ST2",2.8.2.29| Reactants,heparan sulfate (glucosamine) 3-O-sulfotransferase 2,HS3ST2
MGP004062,"9955 
2.8.2.30| Reactants
heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
HS3ST3A1",2.8.2.30| Reactants,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1,HS3ST3A1
MGP004061,"9953 
2.8.2.30| Reactants
heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
HS3ST3B1",2.8.2.30| Reactants,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1,HS3ST3B1
MGP004060,"9951 
2.8.2.23
heparan sulfate (glucosamine) 3-O-sulfotransferase 4
HS3ST4",2.8.2.23,heparan sulfate (glucosamine) 3-O-sulfotransferase 4,HS3ST4
MGP006835,"222537 
2.8.2.23| Reactants
heparan sulfate (glucosamine) 3-O-sulfotransferase 5
HS3ST5",2.8.2.23| Reactants,heparan sulfate (glucosamine) 3-O-sulfotransferase 5,HS3ST5
MGP005785,"64711 
2.8.2.23
heparan sulfate (glucosamine) 3-O-sulfotransferase 6
HS3ST6",2.8.2.23,heparan sulfate (glucosamine) 3-O-sulfotransferase 6,HS3ST6
MGP003884,"9394 
2.8.2.-;
heparan sulfate 6-O-sulfotransferase 1
HS6ST1",2.8.2.-;,heparan sulfate 6-O-sulfotransferase 1,HS6ST1
MGP006229,"90161 
2.8.2.-;
heparan sulfate 6-O-sulfotransferase 2
HS6ST2",2.8.2.-;,heparan sulfate 6-O-sulfotransferase 2,HS6ST2
MGP006913,"266722 
2.8.2.-;
heparan sulfate 6-O-sulfotransferase 3
HS6ST3",2.8.2.-;,heparan sulfate 6-O-sulfotransferase 3,HS6ST3
MGP001503,"3281 -
heat shock factor binding protein 1
HSBP1",-,heat shock factor binding protein 1,HSBP1
MGP006644,"150274 -
HscB mitochondrial iron-sulfur cluster co-chaperone
HSCB",-,HscB mitochondrial iron-sulfur cluster co-chaperone,HSCB
MGP001506,"3290 
1.1.1.146| Reactants
hydroxysteroid (11-beta) dehydrogenase 1
HSD11B1",1.1.1.146| Reactants,hydroxysteroid (11-beta) dehydrogenase 1,HSD11B1
MGP001507,"3291 
1.1.1.-
hydroxysteroid (11-beta) dehydrogenase 2
HSD11B2",1.1.1.-,hydroxysteroid (11-beta) dehydrogenase 2,HSD11B2
MGP001508,"3292 
1.1.1.62| Reactants
hydroxysteroid (17-beta) dehydrogenase 1
HSD17B1",1.1.1.62| Reactants,hydroxysteroid (17-beta) dehydrogenase 1,HSD17B1
MGP001405,"3028 
1.1.1.35| Reactants
hydroxysteroid (17-beta) dehydrogenase 10
HSD17B10",1.1.1.35| Reactants,hydroxysteroid (17-beta) dehydrogenase 10,HSD17B10
MGP005131,"51144 
1.1.1.62| Reactants
hydroxysteroid (17-beta) dehydrogenase 12
HSD17B12",1.1.1.62| Reactants,hydroxysteroid (17-beta) dehydrogenase 12,HSD17B12
MGP001509,"3293 
1.1.1.64| Reactants
hydroxysteroid (17-beta) dehydrogenase 3
HSD17B3",1.1.1.64| Reactants,hydroxysteroid (17-beta) dehydrogenase 3,HSD17B3
MGP001510,"3295 
1.1.1.n12| Reactants
hydroxysteroid (17-beta) dehydrogenase 4
HSD17B4",1.1.1.n12| Reactants,hydroxysteroid (17-beta) dehydrogenase 4,HSD17B4
MGP003623,"8630 
1.1.1.105| Reactants
hydroxysteroid (17-beta) dehydrogenase 6
HSD17B6",1.1.1.105| Reactants,hydroxysteroid (17-beta) dehydrogenase 6,HSD17B6
MGP005195,"51478 
1.1.1.270| Reactants
hydroxysteroid (17-beta) dehydrogenase 7
HSD17B7",1.1.1.270| Reactants,hydroxysteroid (17-beta) dehydrogenase 7,HSD17B7
MGP001504,"3283 
1.1.1.145| Reactants
hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
HSD3B1",1.1.1.145| Reactants,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1
MGP001505,"3284 
1.1.1.145| Reactants
hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
HSD3B2",1.1.1.145| Reactants,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",HSD3B2
MGP005982,"80270 
1.1.1.-| Reactants
hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
HSD3B7",1.1.1.-| Reactants,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",HSD3B7
MGP001511,"3297 -
heat shock transcription factor 1
HSF1",-,heat shock transcription factor 1,HSF1
MGP001520,"3320 -
heat shock protein 90kDa alpha (cytosolic), class A member 1
HSP90AA1",-,"heat shock protein 90kDa alpha (cytosolic), class A member 1",HSP90AA1
MGP001521,"3326 -
heat shock protein 90kDa alpha (cytosolic), class B member 1
HSP90AB1",-,"heat shock protein 90kDa alpha (cytosolic), class B member 1",HSP90AB1
MGP003192,"7184 -
heat shock protein 90kDa beta (Grp94), member 1
HSP90B1",-,"heat shock protein 90kDa beta (Grp94), member 1",HSP90B1
MGP001512,"3303 -
heat shock 70kDa protein 1A
HSPA1A",-,heat shock 70kDa protein 1A,HSPA1A
MGP001513,"3304 -
heat shock 70kDa protein 1B
HSPA1B",-,heat shock 70kDa protein 1B,HSPA1B
MGP001514,"3305 -
heat shock 70kDa protein 1-like
HSPA1L",-,heat shock 70kDa protein 1-like,HSPA1L
MGP001515,"3306 -
heat shock 70kDa protein 2
HSPA2",-,heat shock 70kDa protein 2,HSPA2
MGP001516,"3309 -
heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)
HSPA5",-,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",HSPA5
MGP001517,"3312 -
heat shock 70kDa protein 8
HSPA8",-,heat shock 70kDa protein 8,HSPA8
MGP001518,"3313 -
heat shock 70kDa protein 9 (mortalin)
HSPA9",-,heat shock 70kDa protein 9 (mortalin),HSPA9
MGP001519,"3315 -
heat shock 27kDa protein 1
HSPB1",-,heat shock 27kDa protein 1,HSPB1
MGP005229,"51668 -
heat shock protein family B (small), member 11
HSPB11",-,"heat shock protein family B (small), member 11",HSPB11
MGP001522,"3329 -
heat shock 60kDa protein 1 (chaperonin)
HSPD1",-,heat shock 60kDa protein 1 (chaperonin),HSPD1
MGP001524,"3339 -
heparan sulfate proteoglycan 2
HSPG2",-,heparan sulfate proteoglycan 2,HSPG2
MGP004367,"10808 -
heat shock 105kDa/110kDa protein 1
HSPH1",-,heat shock 105kDa/110kDa protein 1,HSPH1
MGP001526,"3350 -
5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled
HTR1A",-,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",HTR1A
MGP001527,"3351 -
5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled
HTR1B",-,"5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled",HTR1B
MGP001528,"3352 -
5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled
HTR1D",-,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled",HTR1D
MGP001529,"3354 -
5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled
HTR1E",-,"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled",HTR1E
MGP001530,"3355 -
5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled
HTR1F",-,"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled",HTR1F
MGP001531,"3356 -
5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled
HTR2A",-,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",HTR2A
MGP001532,"3357 -
5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled
HTR2B",-,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled",HTR2B
MGP001533,"3358 -
5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled
HTR2C",-,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",HTR2C
MGP001534,"3359 -
5-hydroxytryptamine (serotonin) receptor 3A, ionotropic
HTR3A",-,"5-hydroxytryptamine (serotonin) receptor 3A, ionotropic",HTR3A
MGP003821,"9177 -
5-hydroxytryptamine (serotonin) receptor 3B, ionotropic
HTR3B",-,"5-hydroxytryptamine (serotonin) receptor 3B, ionotropic",HTR3B
MGP006718,"170572 -
5-hydroxytryptamine (serotonin) receptor 3C, ionotropic
HTR3C",-,"5-hydroxytryptamine (serotonin) receptor 3C, ionotropic",HTR3C
